379072858 	 0.754618 	 signal transduction  
379072859 	 0.854379 	 other metabolic processes 
379072859 	 0.854379 	 protein metabolism  
379072863 	 0.198831 	 DNA metabolism  
379072863 	 0.198831 	 cell cycle and proliferation
379072863 	 0.198831 	 developmental processes  
379072863 	 0.198831 	 other biological processes 
379072863 	 0.198831 	 other metabolic processes 
379072863 	 0.198831 	 stress response  
379072869 	 0.389795 	 developmental processes  
379072869 	 0.389795 	 other biological processes 
379072869 	 0.389795 	 protein metabolism  
379072877 	 0.489162 	 other metabolic processes 
379072879 	 0.523897 	 RNA metabolism  
379072880 	 0.680366 	 other biological processes 
379072881 	 0.547866 	 RNA metabolism  
379072881 	 0.547866 	 protein metabolism  
379072882 	 0.716736 	 RNA metabolism  
379072883 	 0.819428 	 transport   
379072886 	 0.877134 	 stress response  
379072887 	 0.219847 	 other metabolic processes 
379072891 	 0.795662 	 RNA metabolism  
379072891 	 0.795662 	 cell organization and biogenesis
379072895 	 0.654455 	 RNA metabolism  
379072895 	 0.654455 	 death   
379072899 	 0.724789 	 protein metabolism  
379072899 	 0.724789 	 transport   
379072901 	 0.567835 	 other metabolic processes 
379072903 	 0.522193 	 transport   
379072905 	 0.745682 	 other metabolic processes 
379072906 	 0.812818 	 other biological processes 
379072907 	 0.717821 	 cell cycle and proliferation
379072907 	 0.717821 	 cell organization and biogenesis
379072907 	 0.717821 	 other biological processes 
379072912 	 0.520674 	 cell organization and biogenesis
379072912 	 0.520674 	 developmental processes  
379072912 	 0.520674 	 other biological processes 
379072912 	 0.520674 	 other metabolic processes 
379072912 	 0.520674 	 transport   
379072913 	 0.568663 	 cell organization and biogenesis
379072919 	 0.738599 	 other metabolic processes 
379072920 	 0.292895 	 RNA metabolism  
379072920 	 0.292895 	 cell organization and biogenesis
379072920 	 0.292895 	 other metabolic processes 
379072929 	 0.960772 	 cell adhesion  
379072930 	 0.759242 	 cell cycle and proliferation
379072930 	 0.759242 	 cell organization and biogenesis
379072930 	 0.759242 	 developmental processes  
379072930 	 0.759242 	 other biological processes 
379072930 	 0.759242 	 stress response  
379072930 	 0.759242 	 transport   
379072931 	 0.769274 	 cell organization and biogenesis
379072931 	 0.769274 	 transport   
379072932 	 0.894491 	 other metabolic processes 
379072933 	 0.800981 	 RNA metabolism  
379072938 	 0.862845 	 RNA metabolism  
379072939 	 0.783195 	 death   
379072939 	 0.783195 	 developmental processes  
379072941 	 0.740426 	 developmental processes  
379072941 	 0.740426 	 signal transduction  
379072942 	 0.784373 	 other biological processes 
379072947 	 1.10755 	 other biological processes 
379072948 	 0.543189 	 cell cycle and proliferation
379072948 	 0.543189 	 other metabolic processes 
379072948 	 0.543189 	 protein metabolism  
379072948 	 0.543189 	 signal transduction  
379072950 	 0.47592 	 DNA metabolism  
379072950 	 0.47592 	 RNA metabolism  
379072951 	 0.596946 	 RNA metabolism  
379072951 	 0.596946 	 cell organization and biogenesis
379072951 	 0.596946 	 other biological processes 
379072951 	 0.596946 	 other metabolic processes 
379072953 	 0.656327 	 signal transduction  
379072957 	 0.604896 	 cell cycle and proliferation
379072957 	 0.604896 	 cell organization and biogenesis
379072957 	 0.604896 	 other metabolic processes 
379072961 	 0.360838 	 other metabolic processes 
379072962 	 0.299827 	 cell organization and biogenesis
379072962 	 0.299827 	 developmental processes  
379072962 	 0.299827 	 protein metabolism  
379072963 	 0.848477 	 DNA metabolism  
379072966 	 0.66373 	 cell organization and biogenesis
379072966 	 0.66373 	 developmental processes  
379072966 	 0.66373 	 transport   
379072967 	 1.03158 	 cell cycle and proliferation
379072967 	 1.03158 	 death   
379072967 	 1.03158 	 other biological processes 
379072969 	 1.053 	 RNA metabolism  
379072970 	 0.215697 	 other biological processes 
379072970 	 0.215697 	 other metabolic processes 
379072970 	 0.215697 	 stress response  
379072971 	 0.898851 	 other biological processes 
379072971 	 0.898851 	 protein metabolism  
379072971 	 0.898851 	 signal transduction  
379072972 	 0.496787 	 cell organization and biogenesis
379072972 	 0.496787 	 other biological processes 
379072972 	 0.496787 	 other metabolic processes 
379072973 	 0.674764 	 other metabolic processes 
379072974 	 0.37766 	 other biological processes 
379072974 	 0.37766 	 other metabolic processes 
379072977 	 0.425719 	 other metabolic processes 
379072979 	 1.03625 	 RNA metabolism  
379072979 	 1.03625 	 cell adhesion  
379072979 	 1.03625 	 cell cycle and proliferation
379072979 	 1.03625 	 cell organization and biogenesis
379072979 	 1.03625 	 death   
379072979 	 1.03625 	 developmental processes  
379072979 	 1.03625 	 other biological processes 
379072979 	 1.03625 	 other metabolic processes 
379072979 	 1.03625 	 protein metabolism  
379072979 	 1.03625 	 signal transduction  
379072979 	 1.03625 	 stress response  
379072979 	 1.03625 	 transport   
379072980 	 0.760089 	 other metabolic processes 
379072981 	 0.666024 	 cell adhesion  
379072981 	 0.666024 	 cell organization and biogenesis
379072981 	 0.666024 	 developmental processes  
379072981 	 0.666024 	 other biological processes 
379072981 	 0.666024 	 other metabolic processes 
379072981 	 0.666024 	 signal transduction  
379072981 	 0.666024 	 transport   
379072984 	 0.938685 	 cell cycle and proliferation
379072984 	 0.938685 	 other metabolic processes 
379072984 	 0.938685 	 protein metabolism  
379072985 	 0.843341 	 RNA metabolism  
379072985 	 0.843341 	 cell cycle and proliferation
379072985 	 0.843341 	 death   
379072985 	 0.843341 	 other biological processes 
379072985 	 0.843341 	 protein metabolism  
379072985 	 0.843341 	 signal transduction  
379072985 	 0.843341 	 stress response  
379072986 	 0.241392 	 protein metabolism  
379072987 	 0.59705 	 RNA metabolism  
379072987 	 0.59705 	 cell cycle and proliferation
379072987 	 0.59705 	 developmental processes  
379072989 	 0.880367 	 protein metabolism  
379072990 	 0.53256 	 death   
379072991 	 0.725508 	 cell cycle and proliferation
379072991 	 0.725508 	 other biological processes 
379072991 	 0.725508 	 other metabolic processes 
379072991 	 0.725508 	 protein metabolism  
379072991 	 0.725508 	 stress response  
379072992 	 0.658496 	 other biological processes 
379072992 	 0.658496 	 other metabolic processes 
379072992 	 0.658496 	 protein metabolism  
379072993 	 0.697566 	 cell cycle and proliferation
379072993 	 0.697566 	 cell organization and biogenesis
379072993 	 0.697566 	 other biological processes 
379072996 	 0.863749 	 cell adhesion  
379072996 	 0.863749 	 cell organization and biogenesis
379072996 	 0.863749 	 developmental processes  
379072997 	 0.857807 	 cell adhesion  
379072997 	 0.857807 	 cell cycle and proliferation
379072997 	 0.857807 	 cell organization and biogenesis
379072997 	 0.857807 	 developmental processes  
379072997 	 0.857807 	 other biological processes 
379073001 	 0.825228 	 cell organization and biogenesis
379073001 	 0.825228 	 developmental processes  
379073001 	 0.825228 	 other biological processes 
379073002 	 0.394419 	 other biological processes 
379073004 	 0.41067 	 other biological processes 
379073004 	 0.41067 	 other metabolic processes 
379073004 	 0.41067 	 protein metabolism  
379073004 	 0.41067 	 signal transduction  
379073004 	 0.41067 	 stress response  
379073008 	 0.840474 	 cell adhesion  
379073009 	 0.473553 	 cell cycle and proliferation
379073009 	 0.473553 	 developmental processes  
379073009 	 0.473553 	 other biological processes 
379073010 	 0.657112 	 cell organization and biogenesis
379073010 	 0.657112 	 developmental processes  
379073010 	 0.657112 	 other biological processes 
379073010 	 0.657112 	 other metabolic processes 
379073010 	 0.657112 	 protein metabolism  
379073010 	 0.657112 	 signal transduction  
379073012 	 0.521066 	 other biological processes 
379073018 	 0.609702 	 other biological processes 
379073020 	 0.78555 	 other metabolic processes 
379073021 	 0.577213 	 cell organization and biogenesis
379073021 	 0.577213 	 other biological processes 
379073022 	 0.372257 	 RNA metabolism  
379073022 	 0.372257 	 other metabolic processes 
379073022 	 0.372257 	 signal transduction  
379073025 	 0.805156 	 other metabolic processes 
379073025 	 0.805156 	 signal transduction  
379073026 	 0.771349 	 other biological processes 
379073026 	 0.771349 	 transport   
379073027 	 0.510444 	 RNA metabolism  
379073027 	 0.510444 	 stress response  
379073038 	 0.538424 	 developmental processes  
379073040 	 0.871463 	 transport   
379073042 	 0.824213 	 signal transduction  
379073043 	 0.420803 	 other biological processes 
379073046 	 0.403688 	 other metabolic processes 
379073047 	 0.377565 	 RNA metabolism  
379073047 	 0.377565 	 cell organization and biogenesis
379073047 	 0.377565 	 other metabolic processes 
379073048 	 0.349087 	 RNA metabolism  
379073048 	 0.349087 	 other biological processes 
379073050 	 0.419983 	 cell organization and biogenesis
379073050 	 0.419983 	 developmental processes  
379073050 	 0.419983 	 signal transduction  
379073050 	 0.419983 	 transport   
379073051 	 0.581945 	 RNA metabolism  
379073051 	 0.581945 	 protein metabolism  
379073053 	 0.846465 	 RNA metabolism  
379073053 	 0.846465 	 developmental processes  
379073053 	 0.846465 	 signal transduction  
379073055 	 0.390676 	 RNA metabolism  
379073057 	 1.02298 	 other biological processes 
379073057 	 1.02298 	 signal transduction  
379073059 	 0.330977 	 cell organization and biogenesis
379073059 	 0.330977 	 cell-cell signaling  
379073059 	 0.330977 	 other biological processes 
379073059 	 0.330977 	 transport   
379073060 	 0.870163 	 other biological processes 
379073060 	 0.870163 	 stress response  
379073060 	 0.870163 	 transport   
379073061 	 0.623908 	 other biological processes 
379073062 	 0.558719 	 protein metabolism  
379073062 	 0.558719 	 signal transduction  
379073063 	 0.356985 	 cell cycle and proliferation
379073063 	 0.356985 	 other biological processes 
379073063 	 0.356985 	 protein metabolism  
379073063 	 0.356985 	 signal transduction  
379073063 	 0.356985 	 stress response  
379073063 	 0.356985 	 transport   
379073064 	 0.247048 	 other biological processes 
379073064 	 0.247048 	 other metabolic processes 
379073064 	 0.247048 	 stress response  
379073064 	 0.247048 	 transport   
379073069 	 0.914887 	 cell-cell signaling  
379073069 	 0.914887 	 other biological processes 
379073069 	 0.914887 	 signal transduction  
379073069 	 0.914887 	 transport   
379073070 	 0.760209 	 RNA metabolism  
379073070 	 0.760209 	 other biological processes 
379073070 	 0.760209 	 signal transduction  
379073071 	 0.683453 	 other metabolic processes 
379073071 	 0.683453 	 transport   
379073082 	 0.442635 	 other biological processes 
379073085 	 0.795048 	 RNA metabolism  
379073085 	 0.795048 	 cell organization and biogenesis
379073085 	 0.795048 	 death   
379073085 	 0.795048 	 developmental processes  
379073085 	 0.795048 	 other biological processes 
379073085 	 0.795048 	 other metabolic processes 
379073085 	 0.795048 	 protein metabolism  
379073085 	 0.795048 	 signal transduction  
379073085 	 0.795048 	 stress response  
379073094 	 0.863941 	 other biological processes 
379073094 	 0.863941 	 other metabolic processes 
379073094 	 0.863941 	 signal transduction  
379073107 	 0.881535 	 cell cycle and proliferation
379073107 	 0.881535 	 developmental processes  
379073107 	 0.881535 	 signal transduction  
379073114 	 0.49321 	 RNA metabolism  
379073114 	 0.49321 	 developmental processes  
379073114 	 0.49321 	 other biological processes 
379073118 	 0.702959 	 signal transduction  
379073118 	 0.702959 	 transport   
379073122 	 0.711928 	 other metabolic processes 
379073124 	 0.380268 	 cell cycle and proliferation
379073124 	 0.380268 	 cell organization and biogenesis
379073124 	 0.380268 	 other biological processes 
379073124 	 0.380268 	 stress response  
379073125 	 0.837554 	 transport   
379073126 	 1.08479 	 protein metabolism  
379073129 	 0.933617 	 cell organization and biogenesis
379073129 	 0.933617 	 cell-cell signaling  
379073129 	 0.933617 	 developmental processes  
379073129 	 0.933617 	 transport   
379073131 	 0.956894 	 other biological processes 
379073133 	 0.803235 	 DNA metabolism  
379073133 	 0.803235 	 stress response  
379073134 	 0.447843 	 other metabolic processes 
379073134 	 0.447843 	 protein metabolism  
379073134 	 0.447843 	 transport   
379073136 	 0.870802 	 stress response  
379073136 	 0.870802 	 transport   
379073137 	 0.506228 	 cell organization and biogenesis
379073137 	 0.506228 	 developmental processes  
379073137 	 0.506228 	 other biological processes 
379073137 	 0.506228 	 other metabolic processes 
379073137 	 0.506228 	 signal transduction  
379073137 	 0.506228 	 transport   
379073138 	 0.678009 	 cell cycle and proliferation
379073138 	 0.678009 	 death   
379073138 	 0.678009 	 developmental processes  
379073138 	 0.678009 	 other metabolic processes 
379073138 	 0.678009 	 protein metabolism  
379073140 	 0.858145 	 other metabolic processes 
379073143 	 0.213292 	 other biological processes 
379073143 	 0.213292 	 other metabolic processes 
379073144 	 0.796493 	 other biological processes 
379073144 	 0.796493 	 transport   
379073145 	 0.730573 	 other metabolic processes 
379073146 	 0.9797 	 RNA metabolism  
379073146 	 0.9797 	 cell organization and biogenesis
379073146 	 0.9797 	 developmental processes  
379073147 	 0.729123 	 other metabolic processes 
379073149 	 0.897168 	 RNA metabolism  
379073149 	 0.897168 	 other biological processes 
379073162 	 1.33646 	 cell adhesion  
379073165 	 0.549058 	 other metabolic processes 
379073165 	 0.549058 	 transport   
379073169 	 0.326716 	 other biological processes 
379073170 	 0.666654 	 RNA metabolism  
379073170 	 0.666654 	 other metabolic processes 
379073174 	 0.638909 	 developmental processes  
379073174 	 0.638909 	 other biological processes 
379073174 	 0.638909 	 protein metabolism  
379073180 	 0.505674 	 transport   
379073192 	 0.326656 	 DNA metabolism  
379073192 	 0.326656 	 other biological processes 
379073192 	 0.326656 	 stress response  
379073194 	 1.04578 	 DNA metabolism  
379073201 	 0.740631 	 other metabolic processes 
379073205 	 0.771923 	 RNA metabolism  
379073205 	 0.771923 	 developmental processes  
379073213 	 0.607811 	 DNA metabolism  
379073214 	 0.959955 	 cell cycle and proliferation
379073214 	 0.959955 	 developmental processes  
379073214 	 0.959955 	 other metabolic processes 
379073214 	 0.959955 	 signal transduction  
379073214 	 0.959955 	 transport   
379073215 	 0.86997 	 RNA metabolism  
379073215 	 0.86997 	 cell organization and biogenesis
379073215 	 0.86997 	 other biological processes 
379073215 	 0.86997 	 signal transduction  
379073215 	 0.86997 	 transport   
379073218 	 0.646455 	 RNA metabolism  
379073218 	 0.646455 	 cell cycle and proliferation
379073218 	 0.646455 	 cell organization and biogenesis
379073218 	 0.646455 	 other biological processes 
379073219 	 0.822263 	 cell cycle and proliferation
379073219 	 0.822263 	 cell organization and biogenesis
379073219 	 0.822263 	 death   
379073223 	 0.968958 	 RNA metabolism  
379073223 	 0.968958 	 developmental processes  
379073223 	 0.968958 	 other biological processes 
379073226 	 1.01987 	 transport   
379073227 	 0.637607 	 other metabolic processes 
379073228 	 0.621202 	 other metabolic processes 
379073229 	 0.649689 	 other metabolic processes 
379073229 	 0.649689 	 protein metabolism  
379073230 	 0.50925 	 other biological processes 
379073231 	 0.840741 	 developmental processes  
379073231 	 0.840741 	 other biological processes 
379073231 	 0.840741 	 protein metabolism  
379073232 	 1.04569 	 DNA metabolism  
379073235 	 0.573883 	 signal transduction  
379073249 	 0.846598 	 other biological processes 
379073249 	 0.846598 	 transport   
379073256 	 0.713976 	 DNA metabolism  
379073257 	 0.520417 	 death   
379073260 	 0.596981 	 other metabolic processes 
379073262 	 0.531501 	 other metabolic processes 
379073263 	 0.601327 	 signal transduction  
379073263 	 0.601327 	 stress response  
379073265 	 0.932803 	 cell cycle and proliferation
379073265 	 0.932803 	 developmental processes  
379073265 	 0.932803 	 other biological processes 
379073265 	 0.932803 	 other metabolic processes 
379073265 	 0.932803 	 signal transduction  
379073265 	 0.932803 	 transport   
379073266 	 0.733628 	 other biological processes 
379073274 	 0.603476 	 cell-cell signaling  
379073274 	 0.603476 	 other biological processes 
379073274 	 0.603476 	 signal transduction  
379073274 	 0.603476 	 transport   
379073276 	 0.917128 	 other biological processes 
379073276 	 0.917128 	 transport   
379073279 	 0.643797 	 protein metabolism  
379073279 	 0.643797 	 stress response  
379073295 	 0.691031 	 other metabolic processes 
379073295 	 0.691031 	 stress response  
379073296 	 0.434733 	 DNA metabolism  
379073296 	 0.434733 	 RNA metabolism  
379073296 	 0.434733 	 stress response  
379073299 	 0.773245 	 RNA metabolism  
379073299 	 0.773245 	 developmental processes  
379073301 	 0.805519 	 cell-cell signaling  
379073301 	 0.805519 	 other biological processes 
379073301 	 0.805519 	 protein metabolism  
379073301 	 0.805519 	 stress response  
379073301 	 0.805519 	 transport   
379073304 	 0.795034 	 other metabolic processes 
379073317 	 0.609931 	 DNA metabolism  
379073318 	 0.797128 	 death   
379073318 	 0.797128 	 other biological processes 
379073318 	 0.797128 	 stress response  
379073318 	 0.797128 	 transport   
379073325 	 1.2239 	 other biological processes 
379073332 	 0.526721 	 RNA metabolism  
379073332 	 0.526721 	 other biological processes 
379073332 	 0.526721 	 signal transduction  
379073344 	 0.379795 	 protein metabolism  
379073351 	 0.561777 	 other metabolic processes 
379073353 	 0.938106 	 other biological processes 
379073357 	 0.682984 	 RNA metabolism  
379073357 	 0.682984 	 other biological processes 
379073357 	 0.682984 	 signal transduction  
379073359 	 0.489746 	 cell adhesion  
379073359 	 0.489746 	 cell organization and biogenesis
379073359 	 0.489746 	 death   
379073359 	 0.489746 	 developmental processes  
379073359 	 0.489746 	 other biological processes 
379073359 	 0.489746 	 other metabolic processes 
379073359 	 0.489746 	 protein metabolism  
379073359 	 0.489746 	 signal transduction  
379073364 	 0.847868 	 cell organization and biogenesis
379073364 	 0.847868 	 other metabolic processes 
379073364 	 0.847868 	 stress response  
379073365 	 0.835085 	 cell organization and biogenesis
379073365 	 0.835085 	 other biological processes 
379073365 	 0.835085 	 other metabolic processes 
379073365 	 0.835085 	 protein metabolism  
379073365 	 0.835085 	 signal transduction  
379073365 	 0.835085 	 transport   
379073366 	 1.01565 	 transport   
379073367 	 0.303395 	 other metabolic processes 
379073372 	 0.986805 	 transport   
379073376 	 0.746104 	 transport   
379073377 	 0.632454 	 RNA metabolism  
379073378 	 0.651359 	 transport   
379073379 	 0.546022 	 transport   
379073381 	 0.513979 	 protein metabolism  
379073386 	 0.735278 	 other biological processes 
379073392 	 0.464191 	 other biological processes 
379073392 	 0.464191 	 signal transduction  
379073392 	 0.464191 	 transport   
379073393 	 0.458386 	 other biological processes 
379073399 	 0.538147 	 cell cycle and proliferation
379073399 	 0.538147 	 cell organization and biogenesis
379073399 	 0.538147 	 protein metabolism  
379073400 	 0.299886 	 cell cycle and proliferation
379073400 	 0.299886 	 cell organization and biogenesis
379073400 	 0.299886 	 developmental processes  
379073400 	 0.299886 	 other biological processes 
379073400 	 0.299886 	 protein metabolism  
379073402 	 0.649374 	 DNA metabolism  
379073403 	 0.197539 	 cell organization and biogenesis
379073403 	 0.197539 	 protein metabolism  
379073404 	 0.863102 	 protein metabolism  
379073405 	 0.901508 	 other biological processes 
379073407 	 0.971898 	 RNA metabolism  
379073407 	 0.971898 	 cell-cell signaling  
379073407 	 0.971898 	 developmental processes  
379073407 	 0.971898 	 other biological processes 
379073410 	 0.449012 	 cell cycle and proliferation
379073410 	 0.449012 	 other biological processes 
379073410 	 0.449012 	 stress response  
379073416 	 1.05558 	 other biological processes 
379073416 	 1.05558 	 other metabolic processes 
379073416 	 1.05558 	 signal transduction  
379073416 	 1.05558 	 stress response  
379073418 	 0.316015 	 RNA metabolism  
379073420 	 0.473505 	 other metabolic processes 
379073423 	 0.380889 	 DNA metabolism  
379073423 	 0.380889 	 other biological processes 
379073423 	 0.380889 	 protein metabolism  
379073423 	 0.380889 	 stress response  
379073424 	 0.974859 	 death   
379073424 	 0.974859 	 other biological processes 
379073424 	 0.974859 	 stress response  
379073426 	 0.780679 	 developmental processes  
379073426 	 0.780679 	 other biological processes 
379073426 	 0.780679 	 other metabolic processes 
379073426 	 0.780679 	 signal transduction  
379073426 	 0.780679 	 stress response  
379073428 	 0.83162 	 cell organization and biogenesis
379073428 	 0.83162 	 developmental processes  
379073428 	 0.83162 	 other biological processes 
379073428 	 0.83162 	 other metabolic processes 
379073428 	 0.83162 	 transport   
379073432 	 0.769053 	 cell adhesion  
379073432 	 0.769053 	 stress response  
379073433 	 1.04071 	 other biological processes 
379073435 	 1.09741 	 RNA metabolism  
379073436 	 0.831402 	 developmental processes  
379073436 	 0.831402 	 other biological processes 
379073436 	 0.831402 	 other metabolic processes 
379073436 	 0.831402 	 stress response  
379073436 	 0.831402 	 transport   
379073438 	 0.858264 	 signal transduction  
379073439 	 0.872478 	 signal transduction  
379073440 	 1.00832 	 other biological processes 
379073440 	 1.00832 	 other metabolic processes 
379073444 	 0.208344 	 DNA metabolism  
379073444 	 0.208344 	 RNA metabolism  
379073444 	 0.208344 	 developmental processes  
379073444 	 0.208344 	 other biological processes 
379073444 	 0.208344 	 protein metabolism  
379073444 	 0.208344 	 stress response  
379073445 	 0.831129 	 cell adhesion  
379073445 	 0.831129 	 cell organization and biogenesis
379073445 	 0.831129 	 cell-cell signaling  
379073445 	 0.831129 	 other biological processes 
379073446 	 0.475136 	 other biological processes 
379073446 	 0.475136 	 protein metabolism  
379073448 	 0.733084 	 RNA metabolism  
379073448 	 0.733084 	 protein metabolism  
379073448 	 0.733084 	 stress response  
379073452 	 0.567041 	 cell adhesion  
379073452 	 0.567041 	 death   
379073465 	 0.334294 	 cell organization and biogenesis
379073465 	 0.334294 	 other metabolic processes 
379073469 	 0.865778 	 cell organization and biogenesis
379073469 	 0.865778 	 developmental processes  
379073472 	 0.797914 	 cell adhesion  
379073475 	 0.322015 	 other metabolic processes 
379073478 	 0.336463 	 other metabolic processes 
379073479 	 0.233208 	 transport   
379073482 	 0.498409 	 death   
379073482 	 0.498409 	 other biological processes 
379073482 	 0.498409 	 protein metabolism  
379073483 	 0.387835 	 other biological processes 
379073483 	 0.387835 	 other metabolic processes 
379073483 	 0.387835 	 protein metabolism  
379073487 	 0.375176 	 other metabolic processes 
379073487 	 0.375176 	 protein metabolism  
379073491 	 0.588606 	 other metabolic processes 
379073492 	 0.805208 	 cell adhesion  
379073496 	 0.686313 	 DNA metabolism  
379073496 	 0.686313 	 cell organization and biogenesis
379073496 	 0.686313 	 other biological processes 
379073496 	 0.686313 	 protein metabolism  
379073496 	 0.686313 	 stress response  
379073499 	 0.410824 	 other metabolic processes 
379073501 	 0.733775 	 transport   
379073502 	 0.85772 	 cell cycle and proliferation
379073502 	 0.85772 	 developmental processes  
379073502 	 0.85772 	 other biological processes 
379073502 	 0.85772 	 protein metabolism  
379073502 	 0.85772 	 signal transduction  
379073502 	 0.85772 	 stress response  
379073502 	 0.85772 	 transport   
379073503 	 0.968185 	 signal transduction  
379073504 	 0.820359 	 other metabolic processes 
379073508 	 0.740967 	 other biological processes 
379073508 	 0.740967 	 other metabolic processes 
379073508 	 0.740967 	 stress response  
379073509 	 0.532924 	 protein metabolism  
379073511 	 0.704336 	 developmental processes  
379073511 	 0.704336 	 other metabolic processes 
379073511 	 0.704336 	 stress response  
379073512 	 0.529343 	 RNA metabolism  
379073512 	 0.529343 	 cell cycle and proliferation
379073512 	 0.529343 	 cell organization and biogenesis
379073512 	 0.529343 	 death   
379073512 	 0.529343 	 developmental processes  
379073512 	 0.529343 	 other biological processes 
379073512 	 0.529343 	 protein metabolism  
379073512 	 0.529343 	 signal transduction  
379073512 	 0.529343 	 stress response  
379073512 	 0.529343 	 transport   
379073513 	 0.637386 	 RNA metabolism  
379073513 	 0.637386 	 transport   
379073522 	 0.560379 	 other metabolic processes 
379073522 	 0.560379 	 transport   
379073523 	 0.928255 	 other metabolic processes 
379073523 	 0.928255 	 protein metabolism  
379073524 	 0.642909 	 protein metabolism  
379073525 	 0.651742 	 RNA metabolism  
379073525 	 0.651742 	 death   
379073525 	 0.651742 	 other biological processes 
379073525 	 0.651742 	 other metabolic processes 
379073525 	 0.651742 	 protein metabolism  
379073525 	 0.651742 	 stress response  
379073526 	 0.703048 	 other biological processes 
379073526 	 0.703048 	 other metabolic processes 
379073527 	 0.725334 	 RNA metabolism  
379073527 	 0.725334 	 developmental processes  
379073528 	 0.678182 	 developmental processes  
379073528 	 0.678182 	 other metabolic processes 
